,Source,Sink,Time,Value
860,NH,RI,21,0.0
861,NH,RI,22,0.0
862,NH,RI,23,0.0
863,NH,RI,24,0.0
864,NH,NH,1,0.0
865,NH,NH,2,0.0
866,NH,NH,3,0.0
867,NH,NH,4,0.0
868,NH,NH,5,0.0
869,NH,NH,6,0.0
870,NH,NH,7,0.0
871,NH,NH,8,0.0
872,NH,NH,9,0.0
873,NH,NH,10,0.0
874,NH,NH,11,0.0
875,NH,NH,12,0.0
876,NH,NH,13,0.0
877,NH,NH,14,0.0
878,NH,NH,15,0.0
879,NH,NH,16,0.0
880,NH,NH,17,0.0
881,NH,NH,18,0.0
882,NH,NH,19,0.0
883,NH,NH,20,0.0
884,NH,NH,21,0.0
885,NH,NH,22,0.0
886,NH,NH,23,0.0
887,NH,NH,24,0.0
888,NH,CT,1,0.0
889,NH,CT,2,0.0
890,NH,CT,3,0.0
891,NH,CT,4,0.0
892,NH,CT,5,0.0
893,NH,CT,6,0.0
894,NH,CT,7,0.0
895,NH,CT,8,0.0
896,NH,CT,9,0.0
897,NH,CT,10,0.0
898,NH,CT,11,0.0
899,NH,CT,12,0.0
900,NH,CT,13,0.0
901,NH,CT,14,0.0
902,NH,CT,15,0.0
903,NH,CT,16,0.0
904,NH,CT,17,0.0
905,NH,CT,18,0.0
906,NH,CT,19,0.0
907,NH,CT,20,0.0
908,NH,CT,21,0.0
909,NH,CT,22,0.0
910,NH,CT,23,0.0
911,NH,CT,24,0.0
912,NH,NEMA,1,2646.0654565312407
913,NH,NEMA,2,4850.0
914,NH,NEMA,3,4850.0
915,NH,NEMA,4,4850.0
916,NH,NEMA,5,4850.0
917,NH,NEMA,6,4850.0
918,NH,NEMA,7,2583.0360550568353
919,NH,NEMA,8,4850.0
920,NH,NEMA,9,4850.0
921,NH,NEMA,10,2698.6870221253794
922,NH,NEMA,11,2999.1827685953303
923,NH,NEMA,12,2880.623623194959
924,NH,NEMA,13,3580.8457559871563
925,NH,NEMA,14,2970.6369781936105
926,NH,NEMA,15,4850.0
927,NH,NEMA,16,2979.3705176089334
928,NH,NEMA,17,4217.67696714881
929,NH,NEMA,18,4288.685350043248
930,NH,NEMA,19,4850.0
931,NH,NEMA,20,3866.070219750214
932,NH,NEMA,21,3786.839755352532
933,NH,NEMA,22,4143.327981105115
934,NH,NEMA,23,3422.057685488401
935,NH,NEMA,24,2996.9613026956895
936,NH,ME,1,0.0
937,NH,ME,2,0.0
938,NH,ME,3,0.0
939,NH,ME,4,0.0
940,NH,ME,5,0.0
941,NH,ME,6,0.0
942,NH,ME,7,0.0
943,NH,ME,8,0.0
944,NH,ME,9,0.0
945,NH,ME,10,0.0
946,NH,ME,11,0.0
947,NH,ME,12,0.0
948,NH,ME,13,0.0
949,NH,ME,14,0.0
950,NH,ME,15,0.0
951,NH,ME,16,0.0
952,NH,ME,17,0.0
953,NH,ME,18,0.0
954,NH,ME,19,0.0
955,NH,ME,20,0.0
956,NH,ME,21,0.0
957,NH,ME,22,0.0
958,NH,ME,23,0.0
959,NH,ME,24,0.0
960,CT,SEMA,1,0.0
961,CT,SEMA,2,0.0
962,CT,SEMA,3,0.0
963,CT,SEMA,4,0.0
964,CT,SEMA,5,0.0
965,CT,SEMA,6,0.0
966,CT,SEMA,7,0.0
967,CT,SEMA,8,0.0
968,CT,SEMA,9,0.0
969,CT,SEMA,10,0.0
970,CT,SEMA,11,0.0
971,CT,SEMA,12,0.0
972,CT,SEMA,13,0.0
973,CT,SEMA,14,0.0
974,CT,SEMA,15,0.0
975,CT,SEMA,16,0.0
976,CT,SEMA,17,0.0
977,CT,SEMA,18,0.0
978,CT,SEMA,19,0.0
979,CT,SEMA,20,0.0
980,CT,SEMA,21,0.0
981,CT,SEMA,22,0.0
982,CT,SEMA,23,0.0
983,CT,SEMA,24,0.0
984,CT,VT,1,0.0
985,CT,VT,2,0.0
986,CT,VT,3,0.0
987,CT,VT,4,0.0
988,CT,VT,5,0.0
989,CT,VT,6,0.0
990,CT,VT,7,0.0
991,CT,VT,8,0.0
992,CT,VT,9,0.0
993,CT,VT,10,0.0
994,CT,VT,11,0.0
995,CT,VT,12,0.0
996,CT,VT,13,0.0
997,CT,VT,14,0.0
998,CT,VT,15,0.0
999,CT,VT,16,0.0
1000,CT,VT,17,0.0
1001,CT,VT,18,0.0
1002,CT,VT,19,0.0
1003,CT,VT,20,0.0
1004,CT,VT,21,0.0
1005,CT,VT,22,0.0
1006,CT,VT,23,0.0
1007,CT,VT,24,0.0
1008,CT,WCMA,1,2705.4931365025827
1009,CT,WCMA,2,2715.105758531548
1010,CT,WCMA,3,0.0
1011,CT,WCMA,4,0.0
1012,CT,WCMA,5,0.0
1013,CT,WCMA,6,0.0
1014,CT,WCMA,7,2719.5840765792354
1015,CT,WCMA,8,2796.4000470217406
1016,CT,WCMA,9,2862.3482366665853
1017,CT,WCMA,10,2512.6041280443133
1018,CT,WCMA,11,2407.8624738329727
1019,CT,WCMA,12,2426.223277567271
1020,CT,WCMA,13,2480.344697371446
1021,CT,WCMA,14,2566.721862882628
1022,CT,WCMA,15,0.0
1023,CT,WCMA,16,2734.5922945457924
1024,CT,WCMA,17,2640.688088533346
1025,CT,WCMA,18,2384.8136318517986
1026,CT,WCMA,19,2362.928087565269
1027,CT,WCMA,20,2438.4239723989986
1028,CT,WCMA,21,2634.051214985192
1029,CT,WCMA,22,2328.350552591206
1030,CT,WCMA,23,2396.5074610267684
1031,CT,WCMA,24,2872.395069681356
1032,CT,RI,1,0.0
1033,CT,RI,2,0.0
1034,CT,RI,3,2800.0
1035,CT,RI,4,2800.0
1036,CT,RI,5,2800.0
1037,CT,RI,6,2800.0
1038,CT,RI,7,0.0
1039,CT,RI,8,0.0
1040,CT,RI,9,0.0
1041,CT,RI,10,0.0
1042,CT,RI,11,0.0
1043,CT,RI,12,0.0
1044,CT,RI,13,0.0
1045,CT,RI,14,0.0
1046,CT,RI,15,2800.0
1047,CT,RI,16,0.0
1048,CT,RI,17,0.0
1049,CT,RI,18,0.0
1050,CT,RI,19,0.0
1051,CT,RI,20,0.0
1052,CT,RI,21,0.0
1053,CT,RI,22,0.0
1054,CT,RI,23,0.0
1055,CT,RI,24,0.0
1056,CT,NH,1,0.0
1057,CT,NH,2,0.0
1058,CT,NH,3,0.0
1059,CT,NH,4,0.0
1060,CT,NH,5,0.0
1061,CT,NH,6,0.0
1062,CT,NH,7,0.0
1063,CT,NH,8,0.0
1064,CT,NH,9,0.0
1065,CT,NH,10,0.0
1066,CT,NH,11,0.0
1067,CT,NH,12,0.0
1068,CT,NH,13,0.0
1069,CT,NH,14,0.0
1070,CT,NH,15,0.0
1071,CT,NH,16,0.0
1072,CT,NH,17,0.0
1073,CT,NH,18,0.0
1074,CT,NH,19,0.0
1075,CT,NH,20,0.0
1076,CT,NH,21,0.0
1077,CT,NH,22,0.0
1078,CT,NH,23,0.0
1079,CT,NH,24,0.0
1080,CT,CT,1,0.0
1081,CT,CT,2,0.0
1082,CT,CT,3,0.0
1083,CT,CT,4,0.0
1084,CT,CT,5,0.0
1085,CT,CT,6,0.0
1086,CT,CT,7,0.0
1087,CT,CT,8,0.0
1088,CT,CT,9,0.0
1089,CT,CT,10,0.0
1090,CT,CT,11,0.0
1091,CT,CT,12,0.0
1092,CT,CT,13,0.0
1093,CT,CT,14,0.0
1094,CT,CT,15,0.0
1095,CT,CT,16,0.0
1096,CT,CT,17,0.0
1097,CT,CT,18,0.0
1098,CT,CT,19,0.0
1099,CT,CT,20,0.0
1100,CT,CT,21,0.0
1101,CT,CT,22,0.0
1102,CT,CT,23,0.0
1103,CT,CT,24,0.0
1104,CT,NEMA,1,0.0
1105,CT,NEMA,2,0.0
1106,CT,NEMA,3,0.0
1107,CT,NEMA,4,0.0
1108,CT,NEMA,5,0.0
1109,CT,NEMA,6,0.0
1110,CT,NEMA,7,0.0
1111,CT,NEMA,8,0.0
1112,CT,NEMA,9,0.0
1113,CT,NEMA,10,0.0
1114,CT,NEMA,11,0.0
1115,CT,NEMA,12,0.0
1116,CT,NEMA,13,0.0
1117,CT,NEMA,14,0.0
1118,CT,NEMA,15,0.0
1119,CT,NEMA,16,0.0
1120,CT,NEMA,17,0.0
1121,CT,NEMA,18,0.0
1122,CT,NEMA,19,0.0
1123,CT,NEMA,20,0.0
1124,CT,NEMA,21,0.0
1125,CT,NEMA,22,0.0
1126,CT,NEMA,23,0.0
1127,CT,NEMA,24,0.0
1128,CT,ME,1,0.0
1129,CT,ME,2,0.0
1130,CT,ME,3,0.0
1131,CT,ME,4,0.0
1132,CT,ME,5,0.0
1133,CT,ME,6,0.0
1134,CT,ME,7,0.0
1135,CT,ME,8,0.0
1136,CT,ME,9,0.0
1137,CT,ME,10,0.0
1138,CT,ME,11,0.0
1139,CT,ME,12,0.0
1140,CT,ME,13,0.0
1141,CT,ME,14,0.0
1142,CT,ME,15,0.0
1143,CT,ME,16,0.0
1144,CT,ME,17,0.0
1145,CT,ME,18,0.0
1146,CT,ME,19,0.0
1147,CT,ME,20,0.0
1148,CT,ME,21,0.0
1149,CT,ME,22,0.0
1150,CT,ME,23,0.0
1151,CT,ME,24,0.0
1152,NEMA,SEMA,1,4850.0
1153,NEMA,SEMA,2,4850.0
1154,NEMA,SEMA,3,4850.0
1155,NEMA,SEMA,4,4850.0
1156,NEMA,SEMA,5,4850.0
1157,NEMA,SEMA,6,4850.0
1158,NEMA,SEMA,7,4850.0
1159,NEMA,SEMA,8,4850.0
1160,NEMA,SEMA,9,4850.0
1161,NEMA,SEMA,10,4850.0
1162,NEMA,SEMA,11,4850.0
1163,NEMA,SEMA,12,4850.0
1164,NEMA,SEMA,13,4372.123759014809
1165,NEMA,SEMA,14,4365.37307560863
1166,NEMA,SEMA,15,0.0
1167,NEMA,SEMA,16,4850.0
1168,NEMA,SEMA,17,4850.0
1169,NEMA,SEMA,18,4850.0
1170,NEMA,SEMA,19,4850.0
1171,NEMA,SEMA,20,4850.0
1172,NEMA,SEMA,21,4850.0
1173,NEMA,SEMA,22,4850.0
1174,NEMA,SEMA,23,4850.0
1175,NEMA,SEMA,24,4573.664474261061
1176,NEMA,VT,1,0.0
1177,NEMA,VT,2,0.0
1178,NEMA,VT,3,0.0
1179,NEMA,VT,4,0.0
1180,NEMA,VT,5,0.0
1181,NEMA,VT,6,0.0
1182,NEMA,VT,7,0.0
1183,NEMA,VT,8,0.0
1184,NEMA,VT,9,0.0
1185,NEMA,VT,10,0.0
1186,NEMA,VT,11,0.0
1187,NEMA,VT,12,0.0
1188,NEMA,VT,13,0.0
1189,NEMA,VT,14,0.0
1190,NEMA,VT,15,0.0
1191,NEMA,VT,16,0.0
1192,NEMA,VT,17,0.0
1193,NEMA,VT,18,0.0
1194,NEMA,VT,19,0.0
1195,NEMA,VT,20,0.0
1196,NEMA,VT,21,0.0
1197,NEMA,VT,22,0.0
1198,NEMA,VT,23,0.0
1199,NEMA,VT,24,0.0
1200,NEMA,WCMA,1,0.0
1201,NEMA,WCMA,2,0.0
1202,NEMA,WCMA,3,2562.588443930082
1203,NEMA,WCMA,4,2522.2599647841193
1204,NEMA,WCMA,5,2517.024151149826
1205,NEMA,WCMA,6,2555.533856048098
1206,NEMA,WCMA,7,0.0
1207,NEMA,WCMA,8,0.0
1208,NEMA,WCMA,9,0.0
1209,NEMA,WCMA,10,0.0
1210,NEMA,WCMA,11,0.0
1211,NEMA,WCMA,12,0.0
1212,NEMA,WCMA,13,1773.380562762695
1213,NEMA,WCMA,14,1174.608481485622
1214,NEMA,WCMA,15,8660.491846921053
1215,NEMA,WCMA,16,0.0
1216,NEMA,WCMA,17,0.0
1217,NEMA,WCMA,18,0.0
1218,NEMA,WCMA,19,0.0
1219,NEMA,WCMA,20,0.0
1220,NEMA,WCMA,21,0.0
1221,NEMA,WCMA,22,2047.8034637416981
1222,NEMA,WCMA,23,1244.3445037413874
1223,NEMA,WCMA,24,1176.9322890054939
1224,NEMA,RI,1,1185.1515700769087
1225,NEMA,RI,2,1139.8483142755003
1226,NEMA,RI,3,0.0
1227,NEMA,RI,4,0.0
1228,NEMA,RI,5,0.0
1229,NEMA,RI,6,0.0
1230,NEMA,RI,7,1060.359721207284
1231,NEMA,RI,8,1115.2298107692222
1232,NEMA,RI,9,1221.8487811308605
1233,NEMA,RI,10,1331.0926904271155
1234,NEMA,RI,11,1415.8284851727344
1235,NEMA,RI,12,1457.5757578988955
1236,NEMA,RI,13,0.0
1237,NEMA,RI,14,0.0
1238,NEMA,RI,15,0.0
1239,NEMA,RI,16,1510.6570280113328
1240,NEMA,RI,17,1772.5955959743396
1241,NEMA,RI,18,2007.4361430445388
1242,NEMA,RI,19,1993.791682320747
1243,NEMA,RI,20,1930.810812063305
1244,NEMA,RI,21,1993.4151378593142
1245,NEMA,RI,22,0.0
1246,NEMA,RI,23,0.0
1247,NEMA,RI,24,0.0
1248,NEMA,NH,1,0.0
1249,NEMA,NH,2,0.0
1250,NEMA,NH,3,0.0
1251,NEMA,NH,4,0.0
1252,NEMA,NH,5,0.0
1253,NEMA,NH,6,0.0
1254,NEMA,NH,7,0.0
1255,NEMA,NH,8,0.0
1256,NEMA,NH,9,0.0
1257,NEMA,NH,10,0.0
1258,NEMA,NH,11,0.0
1259,NEMA,NH,12,0.0
1260,NEMA,NH,13,0.0
1261,NEMA,NH,14,0.0
1262,NEMA,NH,15,0.0
1263,NEMA,NH,16,0.0
1264,NEMA,NH,17,0.0
1265,NEMA,NH,18,0.0
1266,NEMA,NH,19,0.0
1267,NEMA,NH,20,0.0
1268,NEMA,NH,21,0.0
1269,NEMA,NH,22,0.0
1270,NEMA,NH,23,0.0
1271,NEMA,NH,24,0.0
1272,NEMA,CT,1,0.0
1273,NEMA,CT,2,0.0
1274,NEMA,CT,3,0.0
1275,NEMA,CT,4,0.0
1276,NEMA,CT,5,0.0
1277,NEMA,CT,6,0.0
1278,NEMA,CT,7,0.0
1279,NEMA,CT,8,0.0
1280,NEMA,CT,9,0.0
1281,NEMA,CT,10,0.0
1282,NEMA,CT,11,0.0
1283,NEMA,CT,12,0.0
1284,NEMA,CT,13,0.0
1285,NEMA,CT,14,0.0
1286,NEMA,CT,15,0.0
1287,NEMA,CT,16,0.0
1288,NEMA,CT,17,0.0
1289,NEMA,CT,18,0.0
1290,NEMA,CT,19,0.0
1291,NEMA,CT,20,0.0
1292,NEMA,CT,21,0.0
1293,NEMA,CT,22,0.0
1294,NEMA,CT,23,0.0
1295,NEMA,CT,24,0.0
1296,NEMA,NEMA,1,0.0
1297,NEMA,NEMA,2,0.0
1298,NEMA,NEMA,3,0.0
1299,NEMA,NEMA,4,0.0
1300,NEMA,NEMA,5,0.0
1301,NEMA,NEMA,6,0.0
1302,NEMA,NEMA,7,0.0
1303,NEMA,NEMA,8,0.0
1304,NEMA,NEMA,9,0.0
1305,NEMA,NEMA,10,0.0
1306,NEMA,NEMA,11,0.0
1307,NEMA,NEMA,12,0.0
1308,NEMA,NEMA,13,0.0
1309,NEMA,NEMA,14,0.0
1310,NEMA,NEMA,15,0.0
1311,NEMA,NEMA,16,0.0
1312,NEMA,NEMA,17,0.0
1313,NEMA,NEMA,18,0.0
1314,NEMA,NEMA,19,0.0
1315,NEMA,NEMA,20,0.0
1316,NEMA,NEMA,21,0.0
1317,NEMA,NEMA,22,0.0
1318,NEMA,NEMA,23,0.0
1319,NEMA,NEMA,24,0.0
1320,NEMA,ME,1,0.0
1321,NEMA,ME,2,0.0
1322,NEMA,ME,3,0.0
1323,NEMA,ME,4,0.0
1324,NEMA,ME,5,0.0
1325,NEMA,ME,6,0.0
1326,NEMA,ME,7,0.0
1327,NEMA,ME,8,0.0
1328,NEMA,ME,9,0.0
1329,NEMA,ME,10,0.0
1330,NEMA,ME,11,0.0
1331,NEMA,ME,12,0.0
1332,NEMA,ME,13,0.0
1333,NEMA,ME,14,0.0
1334,NEMA,ME,15,0.0
1335,NEMA,ME,16,0.0
1336,NEMA,ME,17,0.0
1337,NEMA,ME,18,0.0
1338,NEMA,ME,19,0.0
1339,NEMA,ME,20,0.0
1340,NEMA,ME,21,0.0
1341,NEMA,ME,22,0.0
1342,NEMA,ME,23,0.0
1343,NEMA,ME,24,0.0
1344,ME,SEMA,1,0.0
1345,ME,SEMA,2,0.0
1346,ME,SEMA,3,0.0
1347,ME,SEMA,4,0.0
1348,ME,SEMA,5,0.0
1349,ME,SEMA,6,0.0
1350,ME,SEMA,7,0.0
1351,ME,SEMA,8,0.0
1352,ME,SEMA,9,0.0
1353,ME,SEMA,10,0.0
1354,ME,SEMA,11,0.0
1355,ME,SEMA,12,0.0
1356,ME,SEMA,13,0.0
1357,ME,SEMA,14,0.0
1358,ME,SEMA,15,0.0
1359,ME,SEMA,16,0.0
1360,ME,SEMA,17,0.0
1361,ME,SEMA,18,0.0
1362,ME,SEMA,19,0.0
1363,ME,SEMA,20,0.0
1364,ME,SEMA,21,0.0
1365,ME,SEMA,22,0.0
1366,ME,SEMA,23,0.0
1367,ME,SEMA,24,0.0
1368,ME,VT,1,0.0
1369,ME,VT,2,0.0
1370,ME,VT,3,0.0
1371,ME,VT,4,0.0
1372,ME,VT,5,0.0
1373,ME,VT,6,0.0
1374,ME,VT,7,0.0
1375,ME,VT,8,0.0
1376,ME,VT,9,0.0
1377,ME,VT,10,0.0
1378,ME,VT,11,0.0
1379,ME,VT,12,0.0
1380,ME,VT,13,0.0
1381,ME,VT,14,0.0
1382,ME,VT,15,0.0
1383,ME,VT,16,0.0
1384,ME,VT,17,0.0
1385,ME,VT,18,0.0
1386,ME,VT,19,0.0
1387,ME,VT,20,0.0
1388,ME,VT,21,0.0
1389,ME,VT,22,0.0
1390,ME,VT,23,0.0
1391,ME,VT,24,0.0
1392,ME,WCMA,1,0.0
1393,ME,WCMA,2,0.0
1394,ME,WCMA,3,0.0
1395,ME,WCMA,4,0.0
1396,ME,WCMA,5,0.0
1397,ME,WCMA,6,0.0
1398,ME,WCMA,7,0.0
1399,ME,WCMA,8,0.0
1400,ME,WCMA,9,0.0
1401,ME,WCMA,10,0.0
1402,ME,WCMA,11,0.0
1403,ME,WCMA,12,0.0
1404,ME,WCMA,13,0.0
1405,ME,WCMA,14,0.0
1406,ME,WCMA,15,0.0
1407,ME,WCMA,16,0.0
1408,ME,WCMA,17,0.0
1409,ME,WCMA,18,0.0
1410,ME,WCMA,19,0.0
1411,ME,WCMA,20,0.0
1412,ME,WCMA,21,0.0
1413,ME,WCMA,22,0.0
1414,ME,WCMA,23,0.0
1415,ME,WCMA,24,0.0
1416,ME,RI,1,0.0
1417,ME,RI,2,0.0
1418,ME,RI,3,0.0
1419,ME,RI,4,0.0
1420,ME,RI,5,0.0
1421,ME,RI,6,0.0
1422,ME,RI,7,0.0
1423,ME,RI,8,0.0
1424,ME,RI,9,0.0
1425,ME,RI,10,0.0
1426,ME,RI,11,0.0
1427,ME,RI,12,0.0
1428,ME,RI,13,0.0
1429,ME,RI,14,0.0
1430,ME,RI,15,0.0
1431,ME,RI,16,0.0
1432,ME,RI,17,0.0
1433,ME,RI,18,0.0
1434,ME,RI,19,0.0
1435,ME,RI,20,0.0
1436,ME,RI,21,0.0
1437,ME,RI,22,0.0
1438,ME,RI,23,0.0
1439,ME,RI,24,0.0
1440,ME,NH,1,470.86664303449083
1441,ME,NH,2,441.7208391910698
1442,ME,NH,3,471.4668005057687
1443,ME,NH,4,481.70201364462923
1444,ME,NH,5,472.6115862790883
1445,ME,NH,6,441.5925616777568
1446,ME,NH,7,445.2674093405462
1447,ME,NH,8,409.8324273755651
1448,ME,NH,9,389.84977669402133
1449,ME,NH,10,854.8631443483162
1450,ME,NH,11,1216.0322858348163
1451,ME,NH,12,994.8280688787472
1452,ME,NH,13,1571.8218510987215
1453,ME,NH,14,823.6232256611097
1454,ME,NH,15,845.0446550903973
1455,ME,NH,16,564.2644137033935
1456,ME,NH,17,1900.0
1457,ME,NH,18,1900.0
1458,ME,NH,19,1900.0
1459,ME,NH,20,1252.1109772367913
1460,ME,NH,21,692.8416521293856
1461,ME,NH,22,1900.0
1462,ME,NH,23,970.9172466367155
1463,ME,NH,24,456.8223255202259
1464,ME,CT,1,0.0
1465,ME,CT,2,0.0
1466,ME,CT,3,0.0
1467,ME,CT,4,0.0
1468,ME,CT,5,0.0
1469,ME,CT,6,0.0
1470,ME,CT,7,0.0
1471,ME,CT,8,0.0
1472,ME,CT,9,0.0
1473,ME,CT,10,0.0
1474,ME,CT,11,0.0
1475,ME,CT,12,0.0
1476,ME,CT,13,0.0
1477,ME,CT,14,0.0
1478,ME,CT,15,0.0
1479,ME,CT,16,0.0
1480,ME,CT,17,0.0
1481,ME,CT,18,0.0
1482,ME,CT,19,0.0
1483,ME,CT,20,0.0
1484,ME,CT,21,0.0
1485,ME,CT,22,0.0
1486,ME,CT,23,0.0
1487,ME,CT,24,0.0
1488,ME,NEMA,1,0.0
1489,ME,NEMA,2,0.0
1490,ME,NEMA,3,0.0
1491,ME,NEMA,4,0.0
1492,ME,NEMA,5,0.0
1493,ME,NEMA,6,0.0
1494,ME,NEMA,7,0.0
1495,ME,NEMA,8,0.0
1496,ME,NEMA,9,0.0
1497,ME,NEMA,10,0.0
1498,ME,NEMA,11,0.0
1499,ME,NEMA,12,0.0
1500,ME,NEMA,13,0.0
1501,ME,NEMA,14,0.0
1502,ME,NEMA,15,0.0
1503,ME,NEMA,16,0.0
1504,ME,NEMA,17,0.0
1505,ME,NEMA,18,0.0
1506,ME,NEMA,19,0.0
1507,ME,NEMA,20,0.0
1508,ME,NEMA,21,0.0
1509,ME,NEMA,22,0.0
1510,ME,NEMA,23,0.0
1511,ME,NEMA,24,0.0
1512,ME,ME,1,0.0
1513,ME,ME,2,0.0
1514,ME,ME,3,0.0
1515,ME,ME,4,0.0
1516,ME,ME,5,0.0
1517,ME,ME,6,0.0
1518,ME,ME,7,0.0
1519,ME,ME,8,0.0
1520,ME,ME,9,0.0
1521,ME,ME,10,0.0
1522,ME,ME,11,0.0
1523,ME,ME,12,0.0
1524,ME,ME,13,0.0
1525,ME,ME,14,0.0
1526,ME,ME,15,0.0
1527,ME,ME,16,0.0
1528,ME,ME,17,0.0
1529,ME,ME,18,0.0
1530,ME,ME,19,0.0
1531,ME,ME,20,0.0
1532,ME,ME,21,0.0
1533,ME,ME,22,0.0
1534,ME,ME,23,0.0
1535,ME,ME,24,0.0
