,ME_exports_NB,VT_exports_HQ,CT_exports_NY,WCMA_exports_NY,VT_exports_NY
0,0.0,0.0,9.321211702880717,2.3303029257201793,9.321211702880717
1,0.0,0.0,4.698566681787041,1.1746416704467602,4.698566681787041
2,0.0,0.0,3.1478370275690564,0.7869592568922641,3.1478370275690564
3,0.0,0.0,3.3475504260782363,0.8368876065195591,3.3475504260782363
4,0.0,0.0,3.3531202928210933,0.8382800732052733,3.3531202928210933
5,0.0,0.0,3.25318600925249,0.8132965023131224,3.25318600925249
6,0.0,0.0,5.876743994767725,1.4691859986919313,5.876743994767725
7,0.0,0.0,8.437871950789093,2.1094679876972733,8.437871950789093
8,0.0,0.0,8.32717360411926,2.081793401029815,8.32717360411926
9,0.0,0.0,9.667435281604886,2.4168588204012216,9.667435281604886
10,0.0,0.0,10.248309083389918,2.5620772708474795,10.248309083389918
11,0.0,0.0,9.470489453463104,2.367622363365776,9.470489453463104
12,0.0,0.0,9.342978038721,2.33574450968025,9.342978038721
13,0.0,0.0,12.090932186031587,3.0227330465078968,12.090932186031587
14,0.0,0.0,14.766648344903492,3.691662086225873,14.766648344903492
15,0.0,0.0,13.469912696721869,3.367478174180467,13.469912696721869
16,0.0,0.0,15.445814775325722,3.8614536938314306,15.445814775325722
17,0.0,0.0,15.28146364967226,3.820365912418065,15.28146364967226
18,0.0,0.0,15.523735337682252,3.880933834420563,15.523735337682252
19,0.0,0.0,16.747844919206422,4.1869612298016055,16.747844919206422
20,0.0,0.0,16.82435176805168,4.20608794201292,16.82435176805168
21,0.0,0.0,16.82435176805168,4.20608794201292,16.82435176805168
22,0.0,0.0,16.82435176805168,4.20608794201292,16.82435176805168
23,0.0,0.0,13.164487533382719,3.2911218833456797,13.164487533382719
24,0.0,0.0,118.77412581007906,29.693531452519764,118.77412581007906
25,0.0,0.0,78.16469487594934,19.541173718987334,78.16469487594934
26,0.0,0.0,111.85417299072412,27.96354324768103,111.85417299072412
27,0.0,0.0,28.069670549615562,7.017417637403891,28.069670549615562
28,0.0,0.0,35.04499756804247,8.761249392010617,35.04499756804247
29,0.0,0.0,108.0448495776778,27.01121239441945,108.0448495776778
30,0.0,0.0,193.50089155292446,48.375222888231114,193.50089155292446
31,0.0,0.0,297.3076866573141,74.32692166432852,297.3076866573141
32,0.0,0.0,334.7380265210494,83.68450663026235,334.7380265210494
33,0.0,0.0,409.733538615229,102.43338465380725,409.733538615229
34,0.0,0.0,393.6373614069319,98.40934035173298,393.6373614069319
35,0.0,0.0,321.23716297698036,80.30929074424509,321.23716297698036
36,0.0,0.0,339.6975722343787,84.92439305859467,339.6975722343787
37,0.0,0.0,295.19566199201654,73.79891549800413,295.19566199201654
38,0.0,0.0,274.19573351229576,68.54893337807394,274.19573351229576
39,0.0,0.0,224.67996895212673,56.16999223803168,224.67996895212673
40,0.0,0.0,295.7574288501623,73.93935721254057,295.7574288501623
41,0.0,0.0,459.5044056739082,114.87610141847705,459.5044056739082
42,0.0,0.0,400.1426065652962,100.03565164132405,400.1426065652962
43,0.0,0.0,440.0192850175959,110.00482125439898,440.0192850175959
44,0.0,0.0,476.56772740488293,119.14193185122073,476.56772740488293
45,0.0,0.0,333.05080994411713,83.26270248602928,333.05080994411713
46,0.0,0.0,253.7970439514294,63.44926098785735,253.7970439514294
47,0.0,0.0,157.16693578579608,39.29173394644902,157.16693578579608
48,0.0,0.0,50.899104617966124,12.724776154491531,50.899104617966124
49,0.0,0.0,31.643169740002513,7.910792435000628,31.643169740002513
50,0.0,0.0,30.458081327681644,7.614520331920411,30.458081327681644
51,0.0,0.0,24.494965184629084,6.123741296157271,24.494965184629084
52,0.0,0.0,29.394403721230635,7.348600930307659,29.394403721230635
53,0.0,0.0,43.95461187736451,10.988652969341128,43.95461187736451
54,0.0,0.0,41.424948923841306,10.356237230960327,41.424948923841306
55,0.0,0.0,62.93385462962911,15.733463657407277,62.93385462962911
56,0.0,0.0,67.95253209347247,16.988133023368118,67.95253209347247
57,0.0,0.0,92.66252255862604,23.16563063965651,92.66252255862604
58,0.0,0.0,93.5025440898679,23.375636022466974,93.5025440898679
59,0.0,0.0,93.54921195271466,23.387302988178664,93.54921195271466
60,0.0,0.0,94.62307572554515,23.655768931386287,94.62307572554515
61,0.0,0.0,112.92362164918734,28.230905412296835,112.92362164918734
62,0.0,0.0,82.3589244603382,20.58973111508455,82.3589244603382
63,0.0,0.0,119.86795918250525,29.96698979562631,119.86795918250525
64,0.0,0.0,92.15501915908402,23.038754789771005,92.15501915908402
65,0.0,0.0,235.2644877022532,58.8161219255633,235.2644877022532
66,0.0,0.0,285.58311065494195,71.39577766373549,285.58311065494195
67,0.0,0.0,181.50708290844835,45.37677072711209,181.50708290844835
68,0.0,0.0,138.58545898722943,34.64636474680736,138.58545898722943
69,0.0,0.0,71.99902032125479,17.999755080313697,71.99902032125479
70,0.0,0.0,71.37170960404255,17.842927401010638,71.37170960404255
71,0.0,0.0,50.25361917070947,12.563404792677368,50.25361917070947
72,0.0,0.0,14.334310266262358,3.5835775665655896,14.334310266262358
73,0.0,0.0,10.946429309751762,2.7366073274379406,10.946429309751762
74,0.0,0.0,10.493448144083667,2.6233620360209167,10.493448144083667
75,0.0,0.0,10.459245787078382,2.6148114467695955,10.459245787078382
76,0.0,0.0,9.266404063961168,2.316601015990292,9.266404063961168
77,0.0,0.0,15.115764859750177,3.7789412149375443,15.115764859750177
78,0.0,0.0,17.07232982724693,4.268082456811732,17.07232982724693
79,0.0,0.0,18.59450762971407,4.648626907428517,18.59450762971407
80,0.0,0.0,21.715881680405367,5.428970420101342,21.715881680405367
81,0.0,0.0,28.073664690622465,7.018416172655616,28.073664690622465
82,0.0,0.0,28.211275912681362,7.0528189781703405,28.211275912681362
83,0.0,0.0,27.62005945699387,6.905014864248468,27.62005945699387
84,0.0,0.0,18.905724709811302,4.726431177452826,18.905724709811302
85,0.0,0.0,18.51529557273913,4.628823893184783,18.51529557273913
86,0.0,0.0,26.47913230918087,6.619783077295217,26.47913230918087
87,0.0,0.0,26.648020692009688,6.662005173002422,26.648020692009688
88,0.0,0.0,26.712391135807533,6.678097783951883,26.712391135807533
89,0.0,0.0,35.96919413512737,8.992298533781842,35.96919413512737
90,0.0,0.0,36.20206968228006,9.050517420570015,36.20206968228006
91,0.0,0.0,36.43948549799768,9.10987137449942,36.43948549799768
92,0.0,0.0,44.98645486383208,11.24661371595802,44.98645486383208
93,0.0,0.0,42.07894356218265,10.519735890545663,42.07894356218265
94,0.0,0.0,18.350207752808398,4.5875519382020995,18.350207752808398
95,0.0,0.0,17.98160820889064,4.49540205222266,17.98160820889064
96,0.0,0.0,58.7529992045906,14.68824980114765,58.7529992045906
97,0.0,0.0,42.95588556512995,10.738971391282487,42.95588556512995
