,Generator,Time,Value,Zones,Type,$/MWh
0,BackusMicrogridProjectBMP1,1,0.0,CT,Oil,340.35153824526526
1,BackusMicrogridProjectBMP1,2,0.0,CT,Oil,340.35153824526526
2,BackusMicrogridProjectBMP1,3,0.0,CT,Oil,340.35153824526526
3,BackusMicrogridProjectBMP1,4,0.0,CT,Oil,340.35153824526526
4,BackusMicrogridProjectBMP1,5,0.0,CT,Oil,340.35153824526526
5,BackusMicrogridProjectBMP1,6,0.0,CT,Oil,340.35153824526526
6,BackusMicrogridProjectBMP1,7,0.0,CT,Oil,340.35153824526526
7,BackusMicrogridProjectBMP1,8,0.0,CT,Oil,340.35153824526526
8,BackusMicrogridProjectBMP1,9,0.0,CT,Oil,340.35153824526526
9,BackusMicrogridProjectBMP1,10,0.0,CT,Oil,340.35153824526526
10,BackusMicrogridProjectBMP1,11,0.0,CT,Oil,340.35153824526526
11,BackusMicrogridProjectBMP1,12,0.0,CT,Oil,340.35153824526526
12,BackusMicrogridProjectBMP1,13,0.0,CT,Oil,340.35153824526526
13,BackusMicrogridProjectBMP1,14,0.0,CT,Oil,340.35153824526526
14,BackusMicrogridProjectBMP1,15,0.0,CT,Oil,340.35153824526526
15,BackusMicrogridProjectBMP1,16,0.0,CT,Oil,340.35153824526526
16,BackusMicrogridProjectBMP1,17,0.0,CT,Oil,340.35153824526526
17,BackusMicrogridProjectBMP1,18,0.0,CT,Oil,340.35153824526526
18,BackusMicrogridProjectBMP1,19,0.0,CT,Oil,340.35153824526526
19,BackusMicrogridProjectBMP1,20,0.0,CT,Oil,340.35153824526526
20,BackusMicrogridProjectBMP1,21,0.0,CT,Oil,340.35153824526526
21,BackusMicrogridProjectBMP1,22,0.0,CT,Oil,340.35153824526526
22,BackusMicrogridProjectBMP1,23,0.0,CT,Oil,340.35153824526526
23,BackusMicrogridProjectBMP1,24,0.0,CT,Oil,340.35153824526526
24,BridgeportFuelCellPark1,1,0.0,CT,Gas,25.774796631418372
25,BridgeportFuelCellPark1,2,0.0,CT,Gas,25.774796631418372
26,BridgeportFuelCellPark1,3,0.0,CT,Gas,25.774796631418372
27,BridgeportFuelCellPark1,4,0.0,CT,Gas,25.774796631418372
28,BridgeportFuelCellPark1,5,0.0,CT,Gas,25.774796631418372
29,BridgeportFuelCellPark1,6,0.0,CT,Gas,25.774796631418372
