,Generator,Time,Value,Zones
2260,KimberlyClarkUnit123GT100,5,0.0,CT
2261,KimberlyClarkUnit123GT100,6,0.0,CT
2262,KimberlyClarkUnit123GT100,7,0.0,CT
2263,KimberlyClarkUnit123GT100,8,0.0,CT
2264,KimberlyClarkUnit123GT100,9,0.0,CT
2265,KimberlyClarkUnit123GT100,10,0.0,CT
2266,KimberlyClarkUnit123GT100,11,0.0,CT
2267,KimberlyClarkUnit123GT100,12,0.0,CT
2268,KimberlyClarkUnit123GT100,13,0.0,CT
2269,KimberlyClarkUnit123GT100,14,0.0,CT
2270,KimberlyClarkUnit123GT100,15,0.0,CT
2271,KimberlyClarkUnit123GT100,16,0.0,CT
2272,KimberlyClarkUnit123GT100,17,0.0,CT
2273,KimberlyClarkUnit123GT100,18,0.0,CT
2274,KimberlyClarkUnit123GT100,19,0.0,CT
2275,KimberlyClarkUnit123GT100,20,0.0,CT
2276,KimberlyClarkUnit123GT100,21,0.0,CT
2277,KimberlyClarkUnit123GT100,22,0.0,CT
2278,KimberlyClarkUnit123GT100,23,0.0,CT
2279,KimberlyClarkUnit123GT100,24,0.0,CT
2280,DevonStation12,1,51.0,CT
2281,DevonStation12,2,51.0,CT
2282,DevonStation12,3,51.0,CT
2283,DevonStation12,4,51.0,CT
2284,DevonStation12,5,51.0,CT
2285,DevonStation12,6,51.0,CT
2286,DevonStation12,7,51.0,CT
2287,DevonStation12,8,51.0,CT
2288,DevonStation12,9,51.0,CT
2289,DevonStation12,10,51.0,CT
2290,DevonStation12,11,51.0,CT
2291,DevonStation12,12,51.0,CT
2292,DevonStation12,13,51.0,CT
2293,DevonStation12,14,51.0,CT
2294,DevonStation12,15,51.0,CT
2295,DevonStation12,16,51.0,CT
2296,DevonStation12,17,51.0,CT
2297,DevonStation12,18,51.0,CT
2298,DevonStation12,19,51.0,CT
2299,DevonStation12,20,51.0,CT
2300,DevonStation12,21,51.0,CT
2301,DevonStation12,22,51.0,CT
2302,DevonStation12,23,51.0,CT
2303,DevonStation12,24,51.0,CT
2304,AlgonquinWindsorLocksGTG,1,40.0,CT
2305,AlgonquinWindsorLocksGTG,2,40.0,CT
2306,AlgonquinWindsorLocksGTG,3,40.0,CT
2307,AlgonquinWindsorLocksGTG,4,40.0,CT
2308,AlgonquinWindsorLocksGTG,5,40.0,CT
2309,AlgonquinWindsorLocksGTG,6,40.0,CT
2310,AlgonquinWindsorLocksGTG,7,40.0,CT
2311,AlgonquinWindsorLocksGTG,8,40.0,CT
2312,AlgonquinWindsorLocksGTG,9,40.0,CT
2313,AlgonquinWindsorLocksGTG,10,40.0,CT
2314,AlgonquinWindsorLocksGTG,11,40.0,CT
2315,AlgonquinWindsorLocksGTG,12,40.0,CT
2316,AlgonquinWindsorLocksGTG,13,40.0,CT
2317,AlgonquinWindsorLocksGTG,14,40.0,CT
2318,AlgonquinWindsorLocksGTG,15,40.0,CT
2319,AlgonquinWindsorLocksGTG,16,40.0,CT
2320,AlgonquinWindsorLocksGTG,17,40.0,CT
2321,AlgonquinWindsorLocksGTG,18,40.0,CT
2322,AlgonquinWindsorLocksGTG,19,40.0,CT
2323,AlgonquinWindsorLocksGTG,20,40.0,CT
2324,AlgonquinWindsorLocksGTG,21,40.0,CT
2325,AlgonquinWindsorLocksGTG,22,40.0,CT
2326,AlgonquinWindsorLocksGTG,23,40.0,CT
2327,AlgonquinWindsorLocksGTG,24,40.0,CT
2328,CosCobUN10,1,25.0,CT
2329,CosCobUN10,2,25.0,CT
2330,CosCobUN10,3,25.0,CT
2331,CosCobUN10,4,25.0,CT
2332,CosCobUN10,5,25.0,CT
2333,CosCobUN10,6,25.0,CT
2334,CosCobUN10,7,25.0,CT
2335,CosCobUN10,8,25.0,CT
2336,CosCobUN10,9,25.0,CT
2337,CosCobUN10,10,25.0,CT
2338,CosCobUN10,11,25.0,CT
2339,CosCobUN10,12,25.0,CT
2340,CosCobUN10,13,25.0,CT
2341,CosCobUN10,14,25.0,CT
2342,CosCobUN10,15,25.0,CT
2343,CosCobUN10,16,25.0,CT
2344,CosCobUN10,17,25.0,CT
2345,CosCobUN10,18,25.0,CT
2346,CosCobUN10,19,25.0,CT
2347,CosCobUN10,20,25.0,CT
2348,CosCobUN10,21,25.0,CT
2349,CosCobUN10,22,25.0,CT
2350,CosCobUN10,23,25.0,CT
2351,CosCobUN10,24,25.0,CT
2352,CJTSEnergyCenterUNIT3,1,0.2,CT
2353,CJTSEnergyCenterUNIT3,2,0.2,CT
2354,CJTSEnergyCenterUNIT3,3,0.2,CT
2355,CJTSEnergyCenterUNIT3,4,0.2,CT
2356,CJTSEnergyCenterUNIT3,5,0.2,CT
2357,CJTSEnergyCenterUNIT3,6,0.2,CT
2358,CJTSEnergyCenterUNIT3,7,0.2,CT
2359,CJTSEnergyCenterUNIT3,8,0.2,CT
2360,CJTSEnergyCenterUNIT3,9,0.2,CT
2361,CJTSEnergyCenterUNIT3,10,0.2,CT
2362,CJTSEnergyCenterUNIT3,11,0.2,CT
2363,CJTSEnergyCenterUNIT3,12,0.2,CT
2364,CJTSEnergyCenterUNIT3,13,0.2,CT
2365,CJTSEnergyCenterUNIT3,14,0.2,CT
2366,CJTSEnergyCenterUNIT3,15,0.2,CT
2367,CJTSEnergyCenterUNIT3,16,0.2,CT
2368,CJTSEnergyCenterUNIT3,17,0.2,CT
2369,CJTSEnergyCenterUNIT3,18,0.2,CT
2370,CJTSEnergyCenterUNIT3,19,0.2,CT
2371,CJTSEnergyCenterUNIT3,20,0.2,CT
2372,CJTSEnergyCenterUNIT3,21,0.2,CT
2373,CJTSEnergyCenterUNIT3,22,0.2,CT
2374,CJTSEnergyCenterUNIT3,23,0.2,CT
2375,CJTSEnergyCenterUNIT3,24,0.2,CT
2376,NewHavenHarbor1,1,460.0,CT
2377,NewHavenHarbor1,2,460.0,CT
2378,NewHavenHarbor1,3,460.0,CT
2379,NewHavenHarbor1,4,460.0,CT
2380,NewHavenHarbor1,5,460.0,CT
2381,NewHavenHarbor1,6,460.0,CT
2382,NewHavenHarbor1,7,460.0,CT
2383,NewHavenHarbor1,8,460.0,CT
2384,NewHavenHarbor1,9,460.0,CT
2385,NewHavenHarbor1,10,460.0,CT
2386,NewHavenHarbor1,11,460.0,CT
2387,NewHavenHarbor1,12,460.0,CT
2388,NewHavenHarbor1,13,460.0,CT
2389,NewHavenHarbor1,14,460.0,CT
2390,NewHavenHarbor1,15,460.0,CT
2391,NewHavenHarbor1,16,460.0,CT
2392,NewHavenHarbor1,17,460.0,CT
2393,NewHavenHarbor1,18,460.0,CT
2394,NewHavenHarbor1,19,460.0,CT
2395,NewHavenHarbor1,20,460.0,CT
2396,NewHavenHarbor1,21,460.0,CT
2397,NewHavenHarbor1,22,460.0,CT
2398,NewHavenHarbor1,23,460.0,CT
2399,NewHavenHarbor1,24,460.0,CT
2400,KleenEnergySystemsProjectST,1,118.0,CT
2401,KleenEnergySystemsProjectST,2,118.0,CT
2402,KleenEnergySystemsProjectST,3,118.0,CT
2403,KleenEnergySystemsProjectST,4,118.0,CT
2404,KleenEnergySystemsProjectST,5,118.0,CT
2405,KleenEnergySystemsProjectST,6,118.0,CT
2406,KleenEnergySystemsProjectST,7,118.0,CT
2407,KleenEnergySystemsProjectST,8,72.38909999999844,CT
2408,KleenEnergySystemsProjectST,9,59.0,CT
2409,KleenEnergySystemsProjectST,10,59.0,CT
2410,KleenEnergySystemsProjectST,11,59.0,CT
2411,KleenEnergySystemsProjectST,12,59.0,CT
2412,KleenEnergySystemsProjectST,13,59.0,CT
2413,KleenEnergySystemsProjectST,14,59.0,CT
2414,KleenEnergySystemsProjectST,15,59.0,CT
2415,KleenEnergySystemsProjectST,16,59.0,CT
2416,KleenEnergySystemsProjectST,17,59.0,CT
2417,KleenEnergySystemsProjectST,18,59.0,CT
2418,KleenEnergySystemsProjectST,19,59.0,CT
2419,KleenEnergySystemsProjectST,20,59.0,CT
2420,KleenEnergySystemsProjectST,21,59.0,CT
2421,KleenEnergySystemsProjectST,22,59.0,CT
2422,KleenEnergySystemsProjectST,23,59.0,CT
2423,KleenEnergySystemsProjectST,24,118.0,CT
2424,NewHavenHarbor2,1,60.5,CT
2425,NewHavenHarbor2,2,60.5,CT
2426,NewHavenHarbor2,3,60.5,CT
2427,NewHavenHarbor2,4,60.5,CT
2428,NewHavenHarbor2,5,60.5,CT
2429,NewHavenHarbor2,6,60.5,CT
2430,NewHavenHarbor2,7,60.5,CT
2431,NewHavenHarbor2,8,60.5,CT
2432,NewHavenHarbor2,9,60.5,CT
2433,NewHavenHarbor2,10,60.5,CT
2434,NewHavenHarbor2,11,60.5,CT
2435,NewHavenHarbor2,12,60.5,CT
2436,NewHavenHarbor2,13,60.5,CT
2437,NewHavenHarbor2,14,60.5,CT
2438,NewHavenHarbor2,15,60.5,CT
2439,NewHavenHarbor2,16,60.5,CT
2440,NewHavenHarbor2,17,60.5,CT
2441,NewHavenHarbor2,18,60.5,CT
2442,NewHavenHarbor2,19,60.5,CT
2443,NewHavenHarbor2,20,60.5,CT
2444,NewHavenHarbor2,21,60.5,CT
2445,NewHavenHarbor2,22,60.5,CT
2446,NewHavenHarbor2,23,60.5,CT
2447,NewHavenHarbor2,24,60.5,CT
2448,FortHill1234FH3,1,2.6,CT
2449,FortHill1234FH3,2,2.6,CT
2450,FortHill1234FH3,3,2.6,CT
2451,FortHill1234FH3,4,2.6,CT
2452,FortHill1234FH3,5,2.6,CT
2453,FortHill1234FH3,6,2.6,CT
2454,FortHill1234FH3,7,2.6,CT
2455,FortHill1234FH3,8,2.6,CT
2456,FortHill1234FH3,9,2.6,CT
2457,FortHill1234FH3,10,2.6,CT
2458,FortHill1234FH3,11,2.6,CT
2459,FortHill1234FH3,12,2.6,CT
2460,FortHill1234FH3,13,2.6,CT
2461,FortHill1234FH3,14,2.6,CT
2462,FortHill1234FH3,15,2.6,CT
2463,FortHill1234FH3,16,2.6,CT
2464,FortHill1234FH3,17,2.6,CT
2465,FortHill1234FH3,18,2.6,CT
2466,FortHill1234FH3,19,2.6,CT
2467,FortHill1234FH3,20,2.6,CT
2468,FortHill1234FH3,21,2.6,CT
2469,FortHill1234FH3,22,2.6,CT
2470,FortHill1234FH3,23,2.6,CT
2471,FortHill1234FH3,24,2.6,CT
2472,Tunnel10,1,18.5,CT
2473,Tunnel10,2,18.5,CT
2474,Tunnel10,3,18.5,CT
2475,Tunnel10,4,18.5,CT
2476,Tunnel10,5,18.5,CT
2477,Tunnel10,6,18.5,CT
2478,Tunnel10,7,18.5,CT
2479,Tunnel10,8,18.5,CT
2480,Tunnel10,9,18.5,CT
2481,Tunnel10,10,18.5,CT
2482,Tunnel10,11,18.5,CT
2483,Tunnel10,12,18.5,CT
2484,Tunnel10,13,18.5,CT
2485,Tunnel10,14,18.5,CT
2486,Tunnel10,15,18.5,CT
2487,Tunnel10,16,18.5,CT
2488,Tunnel10,17,18.5,CT
2489,Tunnel10,18,18.5,CT
2490,Tunnel10,19,18.5,CT
2491,Tunnel10,20,18.5,CT
2492,Tunnel10,21,18.5,CT
2493,Tunnel10,22,18.5,CT
2494,Tunnel10,23,18.5,CT
2495,Tunnel10,24,18.5,CT
2496,UDRGlastonburyFuelCellUDRFC,1,3.4,CT
2497,UDRGlastonburyFuelCellUDRFC,2,3.4,CT
2498,UDRGlastonburyFuelCellUDRFC,3,3.4,CT
2499,UDRGlastonburyFuelCellUDRFC,4,3.4,CT
2500,UDRGlastonburyFuelCellUDRFC,5,3.4,CT
2501,UDRGlastonburyFuelCellUDRFC,6,3.4,CT
2502,UDRGlastonburyFuelCellUDRFC,7,3.4,CT
2503,UDRGlastonburyFuelCellUDRFC,8,3.4,CT
2504,UDRGlastonburyFuelCellUDRFC,9,3.4,CT
2505,UDRGlastonburyFuelCellUDRFC,10,3.4,CT
2506,UDRGlastonburyFuelCellUDRFC,11,3.4,CT
2507,UDRGlastonburyFuelCellUDRFC,12,3.4,CT
2508,UDRGlastonburyFuelCellUDRFC,13,3.4,CT
2509,UDRGlastonburyFuelCellUDRFC,14,3.4,CT
2510,UDRGlastonburyFuelCellUDRFC,15,3.4,CT
2511,UDRGlastonburyFuelCellUDRFC,16,3.4,CT
2512,UDRGlastonburyFuelCellUDRFC,17,3.4,CT
2513,UDRGlastonburyFuelCellUDRFC,18,3.4,CT
2514,UDRGlastonburyFuelCellUDRFC,19,3.4,CT
2515,UDRGlastonburyFuelCellUDRFC,20,3.4,CT
2516,UDRGlastonburyFuelCellUDRFC,21,3.4,CT
2517,UDRGlastonburyFuelCellUDRFC,22,3.4,CT
2518,UDRGlastonburyFuelCellUDRFC,23,3.4,CT
2519,UDRGlastonburyFuelCellUDRFC,24,3.4,CT
2520,FranklinDriveUN19,1,21.8,CT
2521,FranklinDriveUN19,2,21.8,CT
2522,FranklinDriveUN19,3,21.8,CT
2523,FranklinDriveUN19,4,21.8,CT
2524,FranklinDriveUN19,5,21.8,CT
2525,FranklinDriveUN19,6,21.8,CT
2526,FranklinDriveUN19,7,21.8,CT
2527,FranklinDriveUN19,8,21.8,CT
2528,FranklinDriveUN19,9,21.8,CT
2529,FranklinDriveUN19,10,21.8,CT
2530,FranklinDriveUN19,11,21.8,CT
2531,FranklinDriveUN19,12,21.8,CT
2532,FranklinDriveUN19,13,21.8,CT
2533,FranklinDriveUN19,14,21.8,CT
2534,FranklinDriveUN19,15,21.8,CT
2535,FranklinDriveUN19,16,21.8,CT
2536,FranklinDriveUN19,17,21.8,CT
2537,FranklinDriveUN19,18,21.8,CT
2538,FranklinDriveUN19,19,21.8,CT
2539,FranklinDriveUN19,20,21.8,CT
2540,FranklinDriveUN19,21,21.8,CT
2541,FranklinDriveUN19,22,21.8,CT
2542,FranklinDriveUN19,23,21.8,CT
2543,FranklinDriveUN19,24,21.8,CT
2544,Middletown13,1,60.5,CT
2545,Middletown13,2,60.5,CT
2546,Middletown13,3,60.5,CT
2547,Middletown13,4,60.5,CT
2548,Middletown13,5,60.5,CT
2549,Middletown13,6,60.5,CT
2550,Middletown13,7,60.5,CT
2551,Middletown13,8,60.5,CT
2552,Middletown13,9,60.5,CT
2553,Middletown13,10,60.5,CT
2554,Middletown13,11,60.5,CT
2555,Middletown13,12,60.5,CT
2556,Middletown13,13,60.5,CT
2557,Middletown13,14,60.5,CT
2558,Middletown13,15,60.5,CT
2559,Middletown13,16,60.5,CT
2560,Middletown13,17,60.5,CT
2561,Middletown13,18,60.5,CT
2562,Middletown13,19,60.5,CT
2563,Middletown13,20,60.5,CT
2564,Middletown13,21,60.5,CT
2565,Middletown13,22,60.5,CT
2566,Middletown13,23,60.5,CT
2567,Middletown13,24,60.5,CT
2568,KleenEnergySystemsProjectU2,1,79.60000000000001,CT
2569,KleenEnergySystemsProjectU2,2,79.60000000000001,CT
2570,KleenEnergySystemsProjectU2,3,79.60000000000001,CT
2571,KleenEnergySystemsProjectU2,4,79.60000000000001,CT
2572,KleenEnergySystemsProjectU2,5,79.60000000000001,CT
2573,KleenEnergySystemsProjectU2,6,79.60000000000001,CT
2574,KleenEnergySystemsProjectU2,7,79.60000000000001,CT
2575,KleenEnergySystemsProjectU2,8,39.8,CT
2576,KleenEnergySystemsProjectU2,9,39.8,CT
2577,KleenEnergySystemsProjectU2,10,39.8,CT
2578,KleenEnergySystemsProjectU2,11,39.8,CT
2579,KleenEnergySystemsProjectU2,12,39.8,CT
2580,KleenEnergySystemsProjectU2,13,39.8,CT
2581,KleenEnergySystemsProjectU2,14,39.8,CT
2582,KleenEnergySystemsProjectU2,15,39.8,CT
2583,KleenEnergySystemsProjectU2,16,39.8,CT
2584,KleenEnergySystemsProjectU2,17,39.8,CT
2585,KleenEnergySystemsProjectU2,18,0.0,CT
2586,KleenEnergySystemsProjectU2,19,0.0,CT
2587,KleenEnergySystemsProjectU2,20,0.0,CT
2588,KleenEnergySystemsProjectU2,21,39.8,CT
2589,KleenEnergySystemsProjectU2,22,39.8,CT
2590,KleenEnergySystemsProjectU2,23,39.8,CT
2591,KleenEnergySystemsProjectU2,24,79.60000000000001,CT
2592,PfizerGrotonPlantTG2,1,0.0,CT
2593,PfizerGrotonPlantTG2,2,0.0,CT
2594,PfizerGrotonPlantTG2,3,0.0,CT
2595,PfizerGrotonPlantTG2,4,0.0,CT
2596,PfizerGrotonPlantTG2,5,0.0,CT
2597,PfizerGrotonPlantTG2,6,0.0,CT
2598,PfizerGrotonPlantTG2,7,0.0,CT
2599,PfizerGrotonPlantTG2,8,0.0,CT
2600,PfizerGrotonPlantTG2,9,0.0,CT
2601,PfizerGrotonPlantTG2,10,0.0,CT
2602,PfizerGrotonPlantTG2,11,0.0,CT
2603,PfizerGrotonPlantTG2,12,0.0,CT
2604,PfizerGrotonPlantTG2,13,0.0,CT
2605,PfizerGrotonPlantTG2,14,0.0,CT
2606,PfizerGrotonPlantTG2,15,0.0,CT
2607,PfizerGrotonPlantTG2,16,0.0,CT
2608,PfizerGrotonPlantTG2,17,0.0,CT
2609,PfizerGrotonPlantTG2,18,0.0,CT
2610,PfizerGrotonPlantTG2,19,0.0,CT
2611,PfizerGrotonPlantTG2,20,0.0,CT
2612,PfizerGrotonPlantTG2,21,0.0,CT
2613,PfizerGrotonPlantTG2,22,0.0,CT
2614,PfizerGrotonPlantTG2,23,0.0,CT
2615,PfizerGrotonPlantTG2,24,0.0,CT
2616,MilfordPowerProjectCA01,1,115.6,CT
2617,MilfordPowerProjectCA01,2,173.39999999999998,CT
2618,MilfordPowerProjectCA01,3,173.39999999999998,CT
2619,MilfordPowerProjectCA01,4,173.39999999999998,CT
2620,MilfordPowerProjectCA01,5,173.39999999999998,CT
2621,MilfordPowerProjectCA01,6,115.6,CT
2622,MilfordPowerProjectCA01,7,115.6,CT
2623,MilfordPowerProjectCA01,8,115.6,CT
2624,MilfordPowerProjectCA01,9,115.6,CT
2625,MilfordPowerProjectCA01,10,115.6,CT
2626,MilfordPowerProjectCA01,11,115.6,CT
2627,MilfordPowerProjectCA01,12,115.6,CT
2628,MilfordPowerProjectCA01,13,115.6,CT
2629,MilfordPowerProjectCA01,14,115.6,CT
2630,MilfordPowerProjectCA01,15,115.6,CT
2631,MilfordPowerProjectCA01,16,115.6,CT
2632,MilfordPowerProjectCA01,17,115.6,CT
2633,MilfordPowerProjectCA01,18,115.6,CT
2634,MilfordPowerProjectCA01,19,115.6,CT
2635,MilfordPowerProjectCA01,20,115.6,CT
2636,MilfordPowerProjectCA01,21,115.6,CT
2637,MilfordPowerProjectCA01,22,115.6,CT
2638,MilfordPowerProjectCA01,23,115.6,CT
2639,MilfordPowerProjectCA01,24,115.6,CT
2640,JohnStreet1345JS5,1,1.8,CT
2641,JohnStreet1345JS5,2,1.8,CT
2642,JohnStreet1345JS5,3,1.8,CT
2643,JohnStreet1345JS5,4,1.8,CT
2644,JohnStreet1345JS5,5,1.8,CT
2645,JohnStreet1345JS5,6,1.8,CT
2646,JohnStreet1345JS5,7,1.8,CT
2647,JohnStreet1345JS5,8,1.8,CT
2648,JohnStreet1345JS5,9,1.8,CT
2649,JohnStreet1345JS5,10,1.8,CT
2650,JohnStreet1345JS5,11,1.8,CT
2651,JohnStreet1345JS5,12,1.8,CT
2652,JohnStreet1345JS5,13,1.8,CT
2653,JohnStreet1345JS5,14,1.8,CT
2654,JohnStreet1345JS5,15,1.8,CT
2655,JohnStreet1345JS5,16,1.8,CT
2656,JohnStreet1345JS5,17,1.8,CT
2657,JohnStreet1345JS5,18,1.8,CT
2658,JohnStreet1345JS5,19,1.8,CT
2659,JohnStreet1345JS5,20,1.8,CT
2660,JohnStreet1345JS5,21,1.8,CT
2661,JohnStreet1345JS5,22,1.8,CT
2662,JohnStreet1345JS5,23,1.8,CT
2663,JohnStreet1345JS5,24,1.8,CT
2664,WallingfordEnergyCTG3,1,50.0,CT
2665,WallingfordEnergyCTG3,2,50.0,CT
2666,WallingfordEnergyCTG3,3,50.0,CT
2667,WallingfordEnergyCTG3,4,50.0,CT
2668,WallingfordEnergyCTG3,5,50.0,CT
2669,WallingfordEnergyCTG3,6,50.0,CT
2670,WallingfordEnergyCTG3,7,50.0,CT
2671,WallingfordEnergyCTG3,8,50.0,CT
2672,WallingfordEnergyCTG3,9,50.0,CT
2673,WallingfordEnergyCTG3,10,50.0,CT
2674,WallingfordEnergyCTG3,11,50.0,CT
2675,WallingfordEnergyCTG3,12,50.0,CT
2676,WallingfordEnergyCTG3,13,50.0,CT
2677,WallingfordEnergyCTG3,14,50.0,CT
2678,WallingfordEnergyCTG3,15,50.0,CT
2679,WallingfordEnergyCTG3,16,50.0,CT
2680,WallingfordEnergyCTG3,17,50.0,CT
2681,WallingfordEnergyCTG3,18,50.0,CT
2682,WallingfordEnergyCTG3,19,50.0,CT
2683,WallingfordEnergyCTG3,20,50.0,CT
2684,WallingfordEnergyCTG3,21,50.0,CT
2685,WallingfordEnergyCTG3,22,50.0,CT
2686,WallingfordEnergyCTG3,23,50.0,CT
2687,WallingfordEnergyCTG3,24,50.0,CT
2688,SouthMeadow14,1,41.8,CT
2689,SouthMeadow14,2,41.8,CT
2690,SouthMeadow14,3,41.8,CT
2691,SouthMeadow14,4,41.8,CT
2692,SouthMeadow14,5,41.8,CT
2693,SouthMeadow14,6,41.8,CT
2694,SouthMeadow14,7,41.8,CT
2695,SouthMeadow14,8,41.8,CT
2696,SouthMeadow14,9,41.8,CT
2697,SouthMeadow14,10,41.8,CT
2698,SouthMeadow14,11,41.8,CT
2699,SouthMeadow14,12,41.8,CT
2700,SouthMeadow14,13,41.8,CT
2701,SouthMeadow14,14,41.8,CT
2702,SouthMeadow14,15,41.8,CT
2703,SouthMeadow14,16,41.8,CT
2704,SouthMeadow14,17,41.8,CT
2705,SouthMeadow14,18,41.8,CT
2706,SouthMeadow14,19,41.8,CT
2707,SouthMeadow14,20,41.8,CT
2708,SouthMeadow14,21,41.8,CT
2709,SouthMeadow14,22,41.8,CT
2710,SouthMeadow14,23,41.8,CT
2711,SouthMeadow14,24,41.8,CT
2712,AlgonquinWindsorLocksSTG,1,0.0,CT
2713,AlgonquinWindsorLocksSTG,2,0.0,CT
2714,AlgonquinWindsorLocksSTG,3,0.0,CT
2715,AlgonquinWindsorLocksSTG,4,0.0,CT
2716,AlgonquinWindsorLocksSTG,5,0.0,CT
2717,AlgonquinWindsorLocksSTG,6,0.0,CT
2718,AlgonquinWindsorLocksSTG,7,0.0,CT
2719,AlgonquinWindsorLocksSTG,8,0.0,CT
2720,AlgonquinWindsorLocksSTG,9,0.0,CT
2721,AlgonquinWindsorLocksSTG,10,0.0,CT
2722,AlgonquinWindsorLocksSTG,11,0.0,CT
2723,AlgonquinWindsorLocksSTG,12,0.0,CT
2724,AlgonquinWindsorLocksSTG,13,0.0,CT
2725,AlgonquinWindsorLocksSTG,14,0.0,CT
2726,AlgonquinWindsorLocksSTG,15,0.0,CT
2727,AlgonquinWindsorLocksSTG,16,0.0,CT
2728,AlgonquinWindsorLocksSTG,17,0.0,CT
2729,AlgonquinWindsorLocksSTG,18,0.0,CT
2730,AlgonquinWindsorLocksSTG,19,0.0,CT
2731,AlgonquinWindsorLocksSTG,20,0.0,CT
2732,AlgonquinWindsorLocksSTG,21,0.0,CT
2733,AlgonquinWindsorLocksSTG,22,0.0,CT
2734,AlgonquinWindsorLocksSTG,23,0.0,CT
2735,AlgonquinWindsorLocksSTG,24,0.0,CT
2736,CCSUCoGenSTBYGenGRND,1,0.3,CT
2737,CCSUCoGenSTBYGenGRND,2,0.3,CT
2738,CCSUCoGenSTBYGenGRND,3,0.3,CT
2739,CCSUCoGenSTBYGenGRND,4,0.3,CT
2740,CCSUCoGenSTBYGenGRND,5,0.3,CT
2741,CCSUCoGenSTBYGenGRND,6,0.3,CT
2742,CCSUCoGenSTBYGenGRND,7,0.3,CT
2743,CCSUCoGenSTBYGenGRND,8,0.3,CT
2744,CCSUCoGenSTBYGenGRND,9,0.3,CT
2745,CCSUCoGenSTBYGenGRND,10,0.3,CT
2746,CCSUCoGenSTBYGenGRND,11,0.3,CT
2747,CCSUCoGenSTBYGenGRND,12,0.3,CT
2748,CCSUCoGenSTBYGenGRND,13,0.3,CT
2749,CCSUCoGenSTBYGenGRND,14,0.3,CT
2750,CCSUCoGenSTBYGenGRND,15,0.3,CT
2751,CCSUCoGenSTBYGenGRND,16,0.3,CT
2752,CCSUCoGenSTBYGenGRND,17,0.3,CT
2753,CCSUCoGenSTBYGenGRND,18,0.3,CT
2754,CCSUCoGenSTBYGenGRND,19,0.3,CT
2755,CCSUCoGenSTBYGenGRND,20,0.3,CT
2756,CCSUCoGenSTBYGenGRND,21,0.3,CT
2757,CCSUCoGenSTBYGenGRND,22,0.3,CT
2758,CCSUCoGenSTBYGenGRND,23,0.3,CT
2759,CCSUCoGenSTBYGenGRND,24,0.3,CT
2760,FoxwoodsCoGenCT2,1,0.0,CT
2761,FoxwoodsCoGenCT2,2,0.0,CT
2762,FoxwoodsCoGenCT2,3,0.0,CT
2763,FoxwoodsCoGenCT2,4,0.0,CT
2764,FoxwoodsCoGenCT2,5,0.0,CT
2765,FoxwoodsCoGenCT2,6,0.0,CT
2766,FoxwoodsCoGenCT2,7,0.0,CT
2767,FoxwoodsCoGenCT2,8,0.0,CT
2768,FoxwoodsCoGenCT2,9,0.0,CT
2769,FoxwoodsCoGenCT2,10,0.0,CT
2770,FoxwoodsCoGenCT2,11,0.0,CT
2771,FoxwoodsCoGenCT2,12,0.0,CT
2772,FoxwoodsCoGenCT2,13,0.0,CT
2773,FoxwoodsCoGenCT2,14,0.0,CT
2774,FoxwoodsCoGenCT2,15,0.0,CT
2775,FoxwoodsCoGenCT2,16,0.0,CT
2776,FoxwoodsCoGenCT2,17,0.0,CT
2777,FoxwoodsCoGenCT2,18,0.0,CT
2778,FoxwoodsCoGenCT2,19,0.0,CT
2779,FoxwoodsCoGenCT2,20,0.0,CT
2780,FoxwoodsCoGenCT2,21,0.0,CT
2781,FoxwoodsCoGenCT2,22,0.0,CT
2782,FoxwoodsCoGenCT2,23,0.0,CT
2783,FoxwoodsCoGenCT2,24,0.0,CT
2784,CJTSEnergyCenterUNIT6,1,0.2,CT
2785,CJTSEnergyCenterUNIT6,2,0.2,CT
2786,CJTSEnergyCenterUNIT6,3,0.2,CT
2787,CJTSEnergyCenterUNIT6,4,0.2,CT
2788,CJTSEnergyCenterUNIT6,5,0.2,CT
2789,CJTSEnergyCenterUNIT6,6,0.2,CT
2790,CJTSEnergyCenterUNIT6,7,0.2,CT
2791,CJTSEnergyCenterUNIT6,8,0.2,CT
2792,CJTSEnergyCenterUNIT6,9,0.2,CT
2793,CJTSEnergyCenterUNIT6,10,0.2,CT
2794,CJTSEnergyCenterUNIT6,11,0.2,CT
2795,CJTSEnergyCenterUNIT6,12,0.2,CT
2796,CJTSEnergyCenterUNIT6,13,0.2,CT
2797,CJTSEnergyCenterUNIT6,14,0.2,CT
2798,CJTSEnergyCenterUNIT6,15,0.2,CT
2799,CJTSEnergyCenterUNIT6,16,0.2,CT
2800,CJTSEnergyCenterUNIT6,17,0.2,CT
2801,CJTSEnergyCenterUNIT6,18,0.2,CT
2802,CJTSEnergyCenterUNIT6,19,0.2,CT
2803,CJTSEnergyCenterUNIT6,20,0.2,CT
2804,CJTSEnergyCenterUNIT6,21,0.2,CT
2805,CJTSEnergyCenterUNIT6,22,0.2,CT
2806,CJTSEnergyCenterUNIT6,23,0.2,CT
2807,CJTSEnergyCenterUNIT6,24,0.2,CT
2808,FortHill1234FH1,1,2.6,CT
2809,FortHill1234FH1,2,2.6,CT
2810,FortHill1234FH1,3,2.6,CT
2811,FortHill1234FH1,4,2.6,CT
2812,FortHill1234FH1,5,2.6,CT
2813,FortHill1234FH1,6,2.6,CT
