,Constraint,Time,Value
0,Bal1Constraint,1,31.8477117186154
1,Bal1Constraint,2,31.8477117186154
2,Bal1Constraint,3,29.583596219932453
3,Bal1Constraint,4,29.572806562963606
4,Bal1Constraint,5,29.572806562963606
5,Bal1Constraint,6,30.888324918944257
6,Bal1Constraint,7,31.8477117186154
7,Bal1Constraint,8,31.8477117186154
8,Bal1Constraint,9,31.8477117186154
9,Bal1Constraint,10,31.8477117186154
10,Bal1Constraint,11,31.8477117186154
11,Bal1Constraint,12,31.8477117186154
12,Bal1Constraint,13,31.8477117186154
13,Bal1Constraint,14,31.8477117186154
14,Bal1Constraint,15,31.8477117186154
15,Bal1Constraint,16,31.8477117186154
16,Bal1Constraint,17,31.8477117186154
17,Bal1Constraint,18,31.8477117186154
18,Bal1Constraint,19,31.8477117186154
19,Bal1Constraint,20,31.8477117186154
20,Bal1Constraint,21,31.8477117186154
21,Bal1Constraint,22,31.8477117186154
22,Bal1Constraint,23,31.8477117186154
23,Bal1Constraint,24,31.8477117186154
24,Bal2Constraint,1,31.8477117186154
25,Bal2Constraint,2,31.8477117186154
26,Bal2Constraint,3,29.583596219932453
27,Bal2Constraint,4,29.572806562963606
28,Bal2Constraint,5,29.572806562963606
29,Bal2Constraint,6,30.888324918944257
30,Bal2Constraint,7,31.8477117186154
31,Bal2Constraint,8,31.8477117186154
32,Bal2Constraint,9,31.8477117186154
33,Bal2Constraint,10,31.8477117186154
34,Bal2Constraint,11,31.8477117186154
35,Bal2Constraint,12,31.8477117186154
36,Bal2Constraint,13,31.8477117186154
37,Bal2Constraint,14,31.8477117186154
38,Bal2Constraint,15,31.8477117186154
39,Bal2Constraint,16,31.8477117186154
40,Bal2Constraint,17,31.8477117186154
41,Bal2Constraint,18,31.8477117186154
42,Bal2Constraint,19,31.8477117186154
43,Bal2Constraint,20,31.8477117186154
44,Bal2Constraint,21,31.8477117186154
45,Bal2Constraint,22,31.8477117186154
46,Bal2Constraint,23,31.8477117186154
47,Bal2Constraint,24,31.8477117186154
48,Bal3Constraint,1,31.8477117186154
49,Bal3Constraint,2,31.8477117186154
50,Bal3Constraint,3,29.583596219932453
51,Bal3Constraint,4,29.572806562963606
52,Bal3Constraint,5,29.572806562963606
53,Bal3Constraint,6,30.888324918944257
54,Bal3Constraint,7,31.8477117186154
55,Bal3Constraint,8,31.8477117186154
56,Bal3Constraint,9,31.8477117186154
57,Bal3Constraint,10,31.8477117186154
58,Bal3Constraint,11,31.8477117186154
59,Bal3Constraint,12,31.8477117186154
60,Bal3Constraint,13,31.8477117186154
61,Bal3Constraint,14,31.8477117186154
62,Bal3Constraint,15,31.8477117186154
63,Bal3Constraint,16,31.8477117186154
64,Bal3Constraint,17,31.8477117186154
65,Bal3Constraint,18,31.8477117186154
66,Bal3Constraint,19,31.8477117186154
67,Bal3Constraint,20,31.8477117186154
68,Bal3Constraint,21,31.8477117186154
69,Bal3Constraint,22,31.8477117186154
70,Bal3Constraint,23,31.8477117186154
71,Bal3Constraint,24,31.8477117186154
72,Bal4Constraint,1,31.8477117186154
73,Bal4Constraint,2,31.8477117186154
74,Bal4Constraint,3,29.583596219932453
75,Bal4Constraint,4,29.572806562963606
76,Bal4Constraint,5,29.572806562963606
77,Bal4Constraint,6,30.888324918944257
78,Bal4Constraint,7,31.8477117186154
79,Bal4Constraint,8,31.8477117186154
80,Bal4Constraint,9,31.8477117186154
81,Bal4Constraint,10,31.8477117186154
82,Bal4Constraint,11,31.8477117186154
83,Bal4Constraint,12,31.8477117186154
84,Bal4Constraint,13,31.8477117186154
85,Bal4Constraint,14,31.8477117186154
86,Bal4Constraint,15,31.8477117186154
87,Bal4Constraint,16,31.8477117186154
88,Bal4Constraint,17,31.8477117186154
89,Bal4Constraint,18,31.8477117186154
90,Bal4Constraint,19,31.8477117186154
91,Bal4Constraint,20,31.8477117186154
92,Bal4Constraint,21,31.8477117186154
93,Bal4Constraint,22,31.8477117186154
94,Bal4Constraint,23,31.8477117186154
95,Bal4Constraint,24,31.8477117186154
96,Bal5Constraint,1,31.8477117186154
97,Bal5Constraint,2,31.8477117186154
98,Bal5Constraint,3,29.583596219932453
99,Bal5Constraint,4,29.572806562963606
100,Bal5Constraint,5,29.572806562963606
101,Bal5Constraint,6,30.888324918944257
102,Bal5Constraint,7,31.8477117186154
103,Bal5Constraint,8,31.8477117186154
104,Bal5Constraint,9,31.8477117186154
105,Bal5Constraint,10,31.8477117186154
106,Bal5Constraint,11,31.8477117186154
107,Bal5Constraint,12,31.8477117186154
108,Bal5Constraint,13,31.8477117186154
109,Bal5Constraint,14,31.8477117186154
110,Bal5Constraint,15,31.8477117186154
111,Bal5Constraint,16,31.8477117186154
112,Bal5Constraint,17,31.8477117186154
113,Bal5Constraint,18,31.8477117186154
114,Bal5Constraint,19,31.8477117186154
115,Bal5Constraint,20,31.8477117186154
116,Bal5Constraint,21,31.8477117186154
117,Bal5Constraint,22,31.8477117186154
118,Bal5Constraint,23,31.8477117186154
119,Bal5Constraint,24,31.8477117186154
120,Bal6Constraint,1,31.8477117186154
121,Bal6Constraint,2,31.8477117186154
122,Bal6Constraint,3,29.583596219932453
123,Bal6Constraint,4,29.572806562963606
124,Bal6Constraint,5,29.572806562963606
125,Bal6Constraint,6,30.888324918944257
126,Bal6Constraint,7,31.8477117186154
127,Bal6Constraint,8,31.8477117186154
128,Bal6Constraint,9,31.8477117186154
129,Bal6Constraint,10,31.8477117186154
130,Bal6Constraint,11,31.8477117186154
131,Bal6Constraint,12,31.8477117186154
132,Bal6Constraint,13,31.8477117186154
133,Bal6Constraint,14,31.8477117186154
134,Bal6Constraint,15,31.8477117186154
135,Bal6Constraint,16,31.8477117186154
136,Bal6Constraint,17,31.8477117186154
137,Bal6Constraint,18,31.8477117186154
138,Bal6Constraint,19,31.8477117186154
139,Bal6Constraint,20,31.8477117186154
140,Bal6Constraint,21,31.8477117186154
141,Bal6Constraint,22,31.8477117186154
142,Bal6Constraint,23,31.8477117186154
143,Bal6Constraint,24,31.8477117186154
144,Bal7Constraint,1,31.8477117186154
145,Bal7Constraint,2,31.8477117186154
146,Bal7Constraint,3,29.583596219932453
147,Bal7Constraint,4,29.572806562963606
148,Bal7Constraint,5,29.572806562963606
149,Bal7Constraint,6,30.888324918944257
150,Bal7Constraint,7,31.8477117186154
151,Bal7Constraint,8,31.8477117186154
152,Bal7Constraint,9,31.8477117186154
153,Bal7Constraint,10,31.8477117186154
154,Bal7Constraint,11,31.8477117186154
155,Bal7Constraint,12,31.8477117186154
156,Bal7Constraint,13,31.8477117186154
157,Bal7Constraint,14,31.8477117186154
158,Bal7Constraint,15,31.8477117186154
159,Bal7Constraint,16,31.8477117186154
160,Bal7Constraint,17,31.8477117186154
161,Bal7Constraint,18,31.8477117186154
162,Bal7Constraint,19,31.8477117186154
163,Bal7Constraint,20,31.8477117186154
164,Bal7Constraint,21,31.8477117186154
165,Bal7Constraint,22,31.8477117186154
166,Bal7Constraint,23,31.8477117186154
167,Bal7Constraint,24,31.8477117186154
168,Bal8Constraint,1,31.8477117186154
169,Bal8Constraint,2,31.8477117186154
170,Bal8Constraint,3,29.583596219932453
171,Bal8Constraint,4,29.572806562963606
172,Bal8Constraint,5,29.572806562963606
173,Bal8Constraint,6,30.888324918944257
174,Bal8Constraint,7,31.8477117186154
175,Bal8Constraint,8,31.8477117186154
176,Bal8Constraint,9,31.8477117186154
177,Bal8Constraint,10,31.8477117186154
178,Bal8Constraint,11,31.8477117186154
179,Bal8Constraint,12,31.8477117186154
180,Bal8Constraint,13,31.8477117186154
181,Bal8Constraint,14,31.8477117186154
182,Bal8Constraint,15,31.8477117186154
183,Bal8Constraint,16,31.8477117186154
184,Bal8Constraint,17,31.8477117186154
185,Bal8Constraint,18,31.8477117186154
186,Bal8Constraint,19,31.8477117186154
187,Bal8Constraint,20,31.8477117186154
188,Bal8Constraint,21,31.8477117186154
189,Bal8Constraint,22,31.8477117186154
190,Bal8Constraint,23,31.8477117186154
191,Bal8Constraint,24,31.8477117186154
192,Bal1Constraint,25,29.493114360408995
193,Bal1Constraint,26,28.693114360408998
194,Bal1Constraint,27,28.581215798581788
195,Bal1Constraint,28,27.972806562963598
196,Bal1Constraint,29,28.581215798581788
197,Bal1Constraint,30,29.206789848222765
198,Bal1Constraint,31,32.105996134229066
199,Bal1Constraint,32,32.10599613422907
200,Bal1Constraint,33,32.105996134229066
201,Bal1Constraint,34,32.105996134229066
202,Bal1Constraint,35,32.105996134229066
203,Bal1Constraint,36,32.10599613422907
204,Bal1Constraint,37,32.105996134229066
205,Bal1Constraint,38,32.105996134229066
206,Bal1Constraint,39,32.105996134229066
207,Bal1Constraint,40,32.10599613422907
208,Bal1Constraint,41,32.105996134229066
209,Bal1Constraint,42,32.10599613422907
210,Bal1Constraint,43,32.10599613422907
211,Bal1Constraint,44,32.105996134229066
212,Bal1Constraint,45,32.10599613422907
213,Bal1Constraint,46,32.10599613422907
214,Bal1Constraint,47,32.10599613422907
215,Bal1Constraint,48,32.10599613422907
216,Bal2Constraint,25,29.493114360408995
217,Bal2Constraint,26,28.693114360408998
218,Bal2Constraint,27,28.581215798581788
219,Bal2Constraint,28,27.972806562963598
220,Bal2Constraint,29,28.581215798581788
221,Bal2Constraint,30,29.206789848222765
222,Bal2Constraint,31,32.105996134229066
223,Bal2Constraint,32,32.10599613422907
224,Bal2Constraint,33,32.105996134229066
225,Bal2Constraint,34,32.105996134229066
226,Bal2Constraint,35,32.105996134229066
227,Bal2Constraint,36,32.10599613422907
228,Bal2Constraint,37,32.105996134229066
229,Bal2Constraint,38,32.105996134229066
230,Bal2Constraint,39,32.105996134229066
231,Bal2Constraint,40,32.10599613422907
232,Bal2Constraint,41,32.105996134229066
233,Bal2Constraint,42,32.10599613422907
234,Bal2Constraint,43,32.10599613422907
235,Bal2Constraint,44,32.10599613422907
236,Bal2Constraint,45,32.10599613422907
237,Bal2Constraint,46,32.10599613422907
238,Bal2Constraint,47,32.10599613422907
239,Bal2Constraint,48,32.105996134229066
240,Bal3Constraint,25,29.493114360408995
241,Bal3Constraint,26,28.693114360408998
242,Bal3Constraint,27,28.581215798581788
243,Bal3Constraint,28,27.972806562963598
244,Bal3Constraint,29,28.581215798581788
245,Bal3Constraint,30,29.206789848222765
246,Bal3Constraint,31,32.105996134229066
247,Bal3Constraint,32,32.10599613422907
248,Bal3Constraint,33,32.105996134229066
249,Bal3Constraint,34,32.105996134229066
250,Bal3Constraint,35,32.105996134229066
251,Bal3Constraint,36,32.10599613422907
252,Bal3Constraint,37,32.105996134229066
253,Bal3Constraint,38,32.105996134229066
254,Bal3Constraint,39,32.105996134229066
255,Bal3Constraint,40,32.10599613422907
256,Bal3Constraint,41,32.105996134229066
257,Bal3Constraint,42,32.10599613422907
258,Bal3Constraint,43,32.10599613422907
259,Bal3Constraint,44,32.105996134229066
260,Bal3Constraint,45,32.10599613422907
261,Bal3Constraint,46,32.10599613422907
262,Bal3Constraint,47,32.10599613422907
263,Bal3Constraint,48,32.105996134229066
264,Bal4Constraint,25,29.493114360408995
265,Bal4Constraint,26,28.693114360408998
266,Bal4Constraint,27,28.581215798581788
267,Bal4Constraint,28,27.972806562963598
268,Bal4Constraint,29,28.581215798581788
269,Bal4Constraint,30,29.206789848222765
270,Bal4Constraint,31,32.105996134229066
271,Bal4Constraint,32,32.10599613422907
272,Bal4Constraint,33,32.105996134229066
273,Bal4Constraint,34,32.105996134229066
274,Bal4Constraint,35,32.105996134229066
275,Bal4Constraint,36,32.10599613422907
276,Bal4Constraint,37,32.105996134229066
277,Bal4Constraint,38,32.105996134229066
278,Bal4Constraint,39,32.105996134229066
279,Bal4Constraint,40,32.10599613422907
280,Bal4Constraint,41,32.105996134229066
281,Bal4Constraint,42,32.10599613422907
282,Bal4Constraint,43,32.10599613422907
283,Bal4Constraint,44,32.105996134229066
284,Bal4Constraint,45,32.10599613422907
285,Bal4Constraint,46,32.10599613422907
286,Bal4Constraint,47,32.10599613422907
287,Bal4Constraint,48,32.105996134229066
288,Bal5Constraint,25,29.493114360408995
289,Bal5Constraint,26,28.693114360408998
290,Bal5Constraint,27,28.581215798581788
291,Bal5Constraint,28,27.972806562963598
292,Bal5Constraint,29,28.581215798581788
293,Bal5Constraint,30,29.206789848222765
294,Bal5Constraint,31,32.105996134229066
295,Bal5Constraint,32,32.10599613422907
296,Bal5Constraint,33,32.105996134229066
297,Bal5Constraint,34,32.105996134229066
298,Bal5Constraint,35,32.105996134229066
299,Bal5Constraint,36,32.10599613422907
300,Bal5Constraint,37,32.105996134229066
301,Bal5Constraint,38,32.105996134229066
302,Bal5Constraint,39,32.105996134229066
303,Bal5Constraint,40,32.10599613422907
304,Bal5Constraint,41,32.105996134229066
305,Bal5Constraint,42,32.10599613422907
306,Bal5Constraint,43,32.10599613422907
307,Bal5Constraint,44,32.105996134229066
308,Bal5Constraint,45,32.10599613422907
309,Bal5Constraint,46,32.10599613422907
310,Bal5Constraint,47,32.10599613422907
311,Bal5Constraint,48,32.105996134229066
312,Bal6Constraint,25,29.493114360408995
313,Bal6Constraint,26,28.693114360408998
314,Bal6Constraint,27,28.581215798581788
315,Bal6Constraint,28,27.972806562963598
316,Bal6Constraint,29,28.581215798581788
317,Bal6Constraint,30,29.206789848222765
318,Bal6Constraint,31,32.105996134229066
319,Bal6Constraint,32,32.10599613422907
320,Bal6Constraint,33,32.105996134229066
321,Bal6Constraint,34,32.105996134229066
322,Bal6Constraint,35,32.105996134229066
323,Bal6Constraint,36,32.10599613422907
324,Bal6Constraint,37,32.105996134229066
325,Bal6Constraint,38,32.105996134229066
326,Bal6Constraint,39,32.105996134229066
327,Bal6Constraint,40,32.10599613422907
328,Bal6Constraint,41,32.105996134229066
329,Bal6Constraint,42,32.10599613422907
330,Bal6Constraint,43,32.10599613422907
331,Bal6Constraint,44,32.105996134229066
332,Bal6Constraint,45,32.10599613422907
333,Bal6Constraint,46,32.10599613422907
334,Bal6Constraint,47,32.10599613422907
335,Bal6Constraint,48,32.105996134229066
336,Bal7Constraint,25,29.493114360408995
337,Bal7Constraint,26,28.693114360408998
338,Bal7Constraint,27,28.581215798581788
339,Bal7Constraint,28,27.972806562963598
340,Bal7Constraint,29,28.581215798581788
341,Bal7Constraint,30,29.206789848222765
342,Bal7Constraint,31,32.105996134229066
343,Bal7Constraint,32,32.10599613422907
344,Bal7Constraint,33,32.105996134229066
345,Bal7Constraint,34,32.105996134229066
346,Bal7Constraint,35,32.105996134229066
347,Bal7Constraint,36,32.10599613422907
348,Bal7Constraint,37,32.105996134229066
349,Bal7Constraint,38,32.105996134229066
350,Bal7Constraint,39,32.105996134229066
351,Bal7Constraint,40,32.10599613422907
352,Bal7Constraint,41,32.105996134229066
353,Bal7Constraint,42,32.10599613422907
354,Bal7Constraint,43,32.10599613422907
